Item_Id,Low_Cap_Price
IT_266532,8171.54
IT_266536,7806.34
IT_266537,8024.37
IT_266541,4135.65
IT_266556,6941.41
IT_266557,12155.27
IT_266571,2500.03
IT_266578,1803.93
IT_266594,5396.42
IT_266650,10475.61
IT_266665,1353.72
IT_266667,4790.96
IT_266671,3066.84
IT_266684,4052.67
IT_266700,8360.92
IT_266703,7397.06
IT_266715,9452.15
IT_266731,10730.07
IT_266741,8251.06
IT_266744,7507.27
IT_266752,4550.78
IT_266786,8447.62
IT_266806,7952.21
IT_266825,6757.48
IT_266833,2533.26
IT_266836,2124.19
IT_266842,2610.46
IT_266855,2622.97
IT_266915,12316.62
IT_266927,5555.1
IT_266950,5678.62
IT_266955,10479.89
IT_266974,9679.1
IT_266977,7298.71
IT_266981,7469.28
IT_266983,8052.41
IT_266988,7751.829333333333
IT_266993,8120.93
IT_266994,7001.083333333334
IT_266996,10665.87
IT_266999,6270.29
IT_267001,10730.07
IT_267003,7999.29
IT_267004,8034.94
IT_267019,1352.93
IT_267026,6052.05
IT_267049,3578.12
IT_267067,1982.35
IT_267121,6348.19
IT_267125,1280.3
IT_267130,2556.94
IT_267169,8102.11
IT_267181,7443.14
IT_267189,7966.34
IT_267194,8143.34
IT_267202,2920.99
IT_267243,2041.6
IT_267326,7787.5
IT_267328,7881.07
IT_267333,7702.91
IT_267401,2141.39
IT_267411,5043.44
IT_267468,1275.06
IT_267471,4384.24
IT_267474,4721.03
IT_267476,3359.68
IT_267495,4507.7
IT_267513,9407.4
IT_267517,7864.48
IT_267519,5661.58
IT_267534,6983.31
IT_267544,7620.69
IT_267555,1486.85
IT_267556,1504.82
IT_267599,1777.91
IT_267604,2335.47
IT_267652,4215.31
IT_267654,405.96
IT_267656,1489.73
IT_267662,2395.21
IT_267707,8146.55
IT_267711,6923.31
IT_267713,4958.37
IT_267714,7301.66
IT_267721,7881.34
IT_267735,4418.5
IT_267764,12160.01
IT_267808,2201.58
IT_267819,4922.57
IT_267844,2155.98
IT_267885,1401.46
IT_267929,8953.8
IT_267932,7423.42
IT_267938,5044.52
IT_267939,7164.67
IT_267944,7206.1359999999995
IT_267945,7923.33
IT_267951,6875.22
IT_267954,9821.39
IT_267957,4393.55
IT_267970,4198.96
IT_268027,4978.06
IT_268040,1882.64
IT_268075,7066.26
IT_268107,1510.69
IT_268195,13602.71
IT_268249,9428.18
IT_268250,7278.25
IT_268256,7817.34
IT_268259,7394.06
IT_268265,7324.15
IT_268272,6977.43
IT_268275,7706.24
IT_268284,7309.49
IT_268285,6748.17
IT_268300,1455.76
IT_268323,2748.28
IT_268331,1952.92
IT_268364,6216.99
IT_268398,4225.16
IT_268400,1499.17
IT_268406,1785.49
IT_268447,7653.6
IT_268455,7779.18
IT_268463,6461.03
IT_268469,7804.96
IT_268472,4413.6
IT_268475,10760.52
IT_268476,7289.64
IT_268486,3893.44
IT_268497,9851.08
IT_268517,2436.64
IT_268552,4614.36
IT_268591,1972.02
IT_268630,2611.24
IT_268644,1900.82
IT_268651,2365.13
IT_268669,9197.47
IT_268672,7224.58
IT_268678,7174.36
IT_268683,7780.68
IT_268690,6964.65
IT_268695,7635.07
IT_268719,6400.52
IT_268734,5776.85
IT_268756,1943.32
IT_268834,1149.17
IT_268841,2359.96
IT_268890,7636.02
IT_268893,7395.94
IT_268904,6538.72
IT_268906,7748.33
IT_268909,6532.74
IT_268912,6834.91
IT_268958,2349.93
IT_268994,6307.91
IT_269018,2748.28
IT_269029,1997.51
IT_269056,6919.24
IT_269067,7737.74
IT_269105,2631.64
IT_269172,2634.08
IT_269213,5776.4
IT_269221,7209.88
IT_269236,7335.82
IT_269267,2444.86
IT_269290,3092.48
IT_269308,1939.82
IT_269317,1793.0
IT_269327,3408.1
IT_269384,2693.06
IT_269420,2083.82
IT_269451,2023.64
IT_269468,1597.68
IT_269520,6805.86
IT_269525,6848.31
IT_269528,6717.81
IT_269532,7634.66
IT_269540,6167.86
IT_269546,6167.34
IT_269559,3880.86
IT_269606,1985.58
IT_269639,5804.05
IT_269689,2685.04
IT_269705,2774.89
IT_269742,5366.39
IT_269748,6095.94
IT_269759,6529.91
IT_269769,6158.01
IT_269784,2323.61
IT_269785,1963.88
IT_269813,1947.78
IT_269834,1842.07
IT_269899,1923.07
IT_269900,1249.54
IT_269903,3927.69
IT_269907,2104.4
IT_269923,2268.71
IT_269943,2636.45
IT_269964,5448.46
IT_269969,7953.96
IT_269971,5656.11
IT_269976,6124.36
IT_269984,7271.37
IT_269996,4172.53
IT_270011,9725.42
IT_270025,2703.5
IT_270029,2955.32
IT_270036,1954.83
IT_270057,2449.36
IT_270086,1564.74
IT_270129,6370.09
IT_270157,2746.25
IT_270254,10113.5
IT_270264,3606.45
IT_270268,2290.04
IT_270282,2216.85
IT_270297,2743.88
IT_270330,7341.41
IT_270332,5719.53
IT_270341,3720.38
IT_270342,6507.37
IT_270394,2729.43
IT_270427,2181.11
IT_270428,5774.66
IT_270485,1889.85
IT_270500,1962.49
IT_270537,4336.99
IT_270543,7338.19
IT_270545,6130.83
IT_270549,5769.85
IT_270556,4370.19
IT_270566,4786.56
IT_270628,4975.19
IT_270642,1848.29
IT_270674,6909.73
IT_270675,4974.53
IT_270682,5802.3
IT_270716,2741.07
IT_270747,2624.26
IT_270839,2573.3
IT_270873,4269.5
IT_270887,5804.95
IT_270898,6223.49
IT_270943,2387.39
IT_270951,1984.74
IT_270974,6068.96
IT_270980,5296.42
IT_271071,1947.38
IT_271121,6442.9
IT_271158,4839.83
IT_271172,2599.24
IT_271207,2640.16
IT_271254,6183.0
IT_271308,4798.65
IT_271313,7182.19
IT_271349,5063.74
IT_271365,2437.3
IT_271437,8810.01
IT_271463,2678.01
IT_271517,4189.6
IT_271533,4279.64
IT_271538,6064.38
IT_271541,5888.55
IT_271604,1965.51
IT_271625,4407.84
IT_271664,2382.62
IT_271713,2371.21
IT_271758,4143.32
IT_271778,6404.44
IT_271801,1221.93
IT_271810,1806.25
IT_271832,2464.7
IT_271841,2089.88
IT_271903,8880.26
IT_271927,5791.45
IT_271990,4744.39
IT_271996,6163.65
IT_272007,6838.41
IT_272010,3740.54
IT_272026,3980.35
IT_272121,5198.02
IT_272146,1944.69
IT_272152,2153.0
IT_272264,1806.23
IT_272281,2054.97
IT_272321,4799.65
IT_272329,5520.96
IT_272333,5714.44
IT_272336,6850.61
IT_272339,6136.64
IT_272346,4613.84
IT_272351,3995.68
IT_272359,1230.95
IT_272368,5050.9
IT_272385,2437.3
IT_272495,1962.99
IT_272553,4310.77
IT_272568,5855.47
IT_272580,3836.21
IT_272583,4423.26
IT_272611,2328.75
IT_272682,1983.75
IT_272735,4238.25
IT_272757,4827.73
IT_272762,3916.35
IT_272795,1837.98
IT_272828,4718.27
IT_272902,1983.45
IT_272938,2422.21
IT_272958,4951.34
IT_272965,4199.99
IT_272973,6794.86
IT_272975,2807.48
IT_272995,4997.23
IT_273028,2114.73
IT_273133,2534.18
IT_273134,3978.21
IT_273138,1959.57
IT_273152,2154.02
IT_273194,4198.14
IT_273200,4885.73
IT_273221,4594.77
IT_273258,2407.26
IT_273327,11528.86
IT_273331,6398.01
IT_273334,5887.86
IT_273344,2012.49
IT_273355,2280.05
IT_273388,5557.61
IT_273413,5756.89
IT_273468,2121.16
IT_273555,1353.99
IT_273570,2274.95
IT_273571,2369.31
IT_273606,4781.81
IT_273617,1945.67
IT_273687,1135.38
IT_273714,2192.56
IT_273740,3004.48
IT_273757,4795.24
IT_273761,4354.67
IT_273768,4740.14
IT_273770,4605.42
IT_273780,5937.02
IT_273782,6426.06
IT_273795,4228.99
IT_273798,4993.86
IT_273828,1856.2
IT_273866,1832.39
IT_273926,1466.84
IT_273927,1824.38
IT_273928,1175.85
IT_273929,1789.73
IT_273930,1560.43
IT_273931,1163.79
IT_273954,1981.64
IT_273977,2384.84
IT_274019,5865.94
IT_274029,4597.09
IT_274035,5974.76
IT_274039,6036.8
IT_274074,5107.97
IT_274123,4187.73
IT_274215,2294.87
IT_274218,1860.09
IT_274220,2938.92
IT_274237,1342.36
IT_274241,2211.59
IT_274268,3493.13
IT_274282,5959.75
IT_274294,5771.34
IT_274305,5568.75
IT_274313,4828.9
IT_274318,4409.59
IT_274321,5036.55
IT_274327,1040.32
IT_274328,2022.27
IT_274332,2353.84
IT_274349,3015.7
IT_274354,2471.61
IT_274434,1471.17
IT_274439,1476.69
IT_274440,2020.39
IT_274441,1190.36
IT_274442,1771.22
IT_274443,1403.75
IT_274444,1216.87
IT_274463,1919.27
IT_274526,4343.22
IT_274533,4311.73
IT_274538,4958.28
IT_274562,4841.18
IT_274568,1030.28
IT_274571,1586.35
IT_274589,1865.47
IT_274594,2513.17
IT_274626,3226.89
IT_274629,1724.41
IT_274696,1479.73
IT_274697,1828.34
IT_274698,1179.73
IT_274722,2072.13
IT_274725,1765.88
IT_274748,2235.39
IT_274791,4253.02
IT_274808,2713.96
IT_274827,3866.6
IT_274857,2395.16
IT_274890,4770.45
IT_274919,3596.11
IT_274972,2238.01
IT_275004,4809.98
IT_275006,4720.72
IT_275013,4192.67
IT_275026,6643.09
IT_275029,3251.01
IT_275044,4902.86
IT_275054,1074.17
IT_275069,2023.76
IT_275097,2399.39
IT_275124,702.39
IT_275136,1741.44
IT_275175,5053.53
IT_275211,1871.44
IT_275318,1747.66
IT_275343,2236.84
IT_275383,4854.38
IT_275392,3842.91
IT_275411,5245.27
IT_275413,5790.49
IT_275456,2003.95
IT_275460,2122.09
IT_275503,6088.75
IT_275597,2933.03
IT_275650,3922.27
IT_275658,5581.34
IT_275668,5608.0
IT_275671,5024.71
IT_275683,5296.17
IT_275713,1844.72
IT_275717,2177.93
IT_275758,5225.54
IT_275803,1551.49
IT_275804,2202.59
IT_275818,5489.5
IT_275825,4419.92
IT_275861,2229.81
IT_275903,6010.89
IT_275933,5698.2
IT_275942,5008.7
IT_275946,4328.35
IT_275952,1571.64
IT_275953,1357.52
IT_275976,2265.01
IT_275980,2643.77
IT_276067,1529.17
IT_276068,1535.92
IT_276069,1102.92
IT_276098,2174.02
IT_276123,2054.33
IT_276162,5238.28
IT_276167,4125.83
IT_276176,6027.64
IT_276177,3848.94
IT_276180,4312.02
IT_276188,5648.21
IT_276200,5046.27
IT_276204,4768.84
IT_276232,1882.97
IT_276236,1859.99
IT_276267,5904.89
IT_276278,2302.4
IT_276375,2037.27
IT_276422,3910.31
IT_276431,6022.03
IT_276442,3080.99
IT_276458,5280.74
IT_276485,1927.38
IT_276488,2699.22
IT_276527,2687.56
IT_276558,4847.505
IT_276569,1912.46
IT_276587,1423.69
IT_276590,1935.57
IT_276622,4780.1
IT_276631,3919.8
IT_276639,6040.14
IT_276650,5201.9
IT_276652,6081.29
IT_276670,1025.11
IT_276671,1368.2
IT_276672,1251.82
IT_276682,1922.81
IT_276685,2559.42
IT_276750,1904.13
IT_276781,4782.16
IT_276792,4057.73
IT_276797,2728.91
IT_276799,5684.43
IT_276805,4535.4
IT_276820,2063.28
IT_276824,2489.46
IT_276832,2680.99
IT_276833,2031.57
IT_276917,2853.17
IT_276920,5166.6
IT_276996,4324.6
IT_277005,5761.41
IT_277028,5615.1
IT_277032,4775.19
IT_277036,1201.69
IT_277043,1791.27
IT_277060,1890.38
IT_277063,1831.53
IT_277099,1942.06
IT_277170,3099.78
IT_277250,4850.43
IT_277256,5653.87
IT_277267,4979.7
IT_277273,1331.4
IT_277296,2683.37
IT_277300,1866.23
IT_277397,2084.7
IT_277407,1791.1
IT_277412,2041.86
IT_277483,4748.28
IT_277484,4008.64
IT_277497,4846.64
IT_277510,4785.57
IT_277517,4499.89
IT_277521,1182.71
IT_277541,2589.49
IT_277545,1856.71
IT_277553,1553.15
IT_277573,3181.97
IT_277618,915.85
IT_277653,4827.02
IT_277664,2001.18
IT_277717,3062.85
IT_277729,4827.39
IT_277736,4769.69
IT_277748,4234.39
IT_277771,4810.74
IT_277772,4153.94
IT_277779,1149.86
IT_277796,3119.63
IT_277810,2245.22
IT_277891,1519.8
IT_277893,1128.52
IT_277919,5180.14
IT_277927,1993.91
IT_277974,3085.25
IT_277997,4333.73
IT_278007,3951.18
IT_278030,5388.38
IT_278041,2888.02
IT_278059,2725.93
IT_278095,4042.9
IT_278138,1633.11
IT_278140,1121.94
IT_278158,2031.0
IT_278193,1767.25
IT_278233,4013.42
IT_278244,4333.21
IT_278254,4585.31
IT_278265,5558.73
IT_278269,4447.05
IT_278272,1067.0
IT_278283,1736.92
IT_278319,2057.87
IT_278330,3565.34
IT_278353,1699.91
IT_278354,2101.0
IT_278394,4846.33
IT_278409,5179.29
IT_278413,5043.99
IT_278414,5129.11
IT_278422,4813.66
IT_278440,2586.26
IT_278452,2104.29
IT_278528,2043.19
IT_278581,1701.7
IT_278603,2894.59
IT_278609,3259.61
IT_278622,4988.37
IT_278648,4990.33
IT_278650,5046.75
IT_278663,5317.82
IT_278671,1558.05
IT_278695,2614.72
IT_278698,2485.35
IT_278779,1561.13
IT_278836,1695.09
IT_278875,5514.02
IT_278877,4726.5
IT_278899,3779.21
IT_278900,5747.06
IT_278903,5698.36
IT_278905,5387.25
IT_278914,5263.27
IT_278949,2626.71
IT_278962,1872.77
IT_278980,2786.96
IT_279037,881.42
IT_279056,3072.98
IT_279096,1756.72
IT_279134,4269.77
IT_279141,4174.68
IT_279156,4523.17
IT_279167,5867.14
IT_279194,1861.11
IT_279213,3197.23
IT_279251,4043.95
IT_279299,2239.56
IT_279328,178.47
IT_279340,1863.5
IT_279368,1779.11
IT_279422,4224.71
IT_279436,4986.18
IT_279439,5706.04
IT_279447,4813.82
IT_279468,2879.34
IT_279486,2744.38
IT_279499,1690.78
IT_279527,1945.8
IT_279596,2881.7
IT_279607,1812.77
IT_279611,2050.52
IT_279638,1759.82
IT_279685,3777.82
IT_279692,4168.45
IT_279697,4245.42
IT_279700,4540.02
IT_279705,4855.65
IT_279724,4732.57
IT_279753,2227.17
IT_279761,1599.53
IT_279783,4022.65
IT_279811,1676.95
IT_279814,2716.43
IT_279835,2779.51
IT_279840,4665.54
IT_279872,1804.14
IT_279903,4428.09
IT_279929,4827.86
IT_279947,5084.82
IT_279950,5206.64
IT_279958,1582.86
IT_280006,1816.83
IT_280037,4469.64
IT_280038,5764.96
IT_280050,5153.44
IT_280192,1899.41
IT_280220,1423.98
IT_280225,5281.79
IT_280228,3805.48
IT_280236,5743.7
IT_280240,4753.67
IT_280244,4605.81
IT_280257,4862.25
IT_280282,2802.49
IT_280295,1989.13
IT_280318,1820.27
IT_280322,4887.43
IT_280399,2058.22
IT_280425,1882.86
IT_280459,5422.35
IT_280482,3844.54
IT_280495,5526.05
IT_280520,2691.39
IT_280532,1895.62
IT_280535,3297.63
IT_280556,2050.65
IT_280628,1934.37
IT_280678,5029.58
IT_280681,4231.93
IT_280685,1758.78
IT_280706,2894.93
IT_280709,1851.39
IT_280722,2188.85
IT_280740,1907.06
IT_280811,2300.28
IT_280848,2282.99
IT_280892,4284.75
IT_280899,4345.93
IT_280901,6025.42
IT_280905,5063.03
IT_280914,5045.99
IT_280925,5350.91
IT_280928,4544.96
IT_280956,2823.76
IT_280989,4298.38
IT_281089,1939.36
IT_281127,5443.88
IT_281130,5755.33
IT_281134,4310.19
IT_281146,5027.39
IT_281147,4472.68
IT_281161,4793.58
IT_281179,2936.22
IT_281180,1636.0
IT_281197,2725.08
IT_281200,2133.37
IT_281324,1865.72
IT_281349,3301.05
IT_281360,4657.95
IT_281375,5324.29
IT_281385,4816.54
IT_281390,5021.64
IT_281404,2632.31
IT_281414,2763.06
IT_281443,4602.56
IT_281473,2094.0
IT_281508,5692.64
IT_281514,5140.1
IT_281544,2839.36
IT_281558,1787.94
IT_281578,4042.19
IT_281579,3496.85
IT_281631,1129.36
IT_281681,1870.82
IT_281703,3182.27
IT_281718,4908.49
IT_281736,5963.26
IT_281743,4392.2
IT_281757,4652.53
IT_281760,3998.71
IT_281794,2776.96
IT_281807,1725.51
IT_281823,2700.55
IT_281875,1526.78
IT_281934,1655.58
IT_281957,2795.5
IT_281979,4851.89
IT_281987,5516.66
IT_281990,5082.84
IT_282010,5320.61
IT_282015,4143.87
IT_282026,2868.67
IT_282035,6488.51
IT_282058,1953.68
IT_282122,2182.95
IT_282145,2911.7
IT_282175,1887.71
IT_282215,5769.0
IT_282226,3681.5
IT_282234,5350.25
IT_282266,2683.71
IT_282285,2833.96
IT_282316,4333.46
IT_282379,2822.34
IT_282388,2139.48
IT_282412,1893.31
IT_282452,5003.4
IT_282457,5169.98
IT_282459,5006.13
IT_282467,5751.92
IT_282494,5129.51
IT_282499,4142.44
IT_282510,2761.98
IT_282525,2782.77
IT_282614,2356.81
IT_282622,2063.79
IT_282645,1900.93
IT_282666,2859.49
IT_282680,5110.41
IT_282687,5443.72
IT_282688,4783.92
IT_282701,5395.63
IT_282708,3859.16
IT_282723,5508.98
IT_282739,1937.68
IT_282748,3272.45
IT_282751,2766.43
IT_282763,1549.62
IT_282783,4321.68
IT_282817,4073.68
IT_282834,2767.33
IT_282865,2708.53
IT_282895,5815.32
IT_282898,4972.81
IT_282907,5705.63
IT_282911,5101.15
IT_282912,5336.82
IT_282916,5727.24
IT_282952,2787.94
IT_282955,1905.62
IT_282982,2155.77
IT_283014,2259.0
IT_283049,4643.73
IT_283050,5745.01
IT_283057,4649.78
IT_283086,3293.84
IT_283121,2670.03
IT_283185,2100.58
IT_283186,1998.05
IT_283220,2049.67
IT_283241,3206.02
IT_283265,4737.18
IT_283292,4934.17
IT_283304,3293.16
IT_283327,2330.69
IT_283421,1835.87
IT_283431,2115.84
IT_283495,4949.0
IT_283525,5311.75
IT_283545,3390.4
IT_283548,2224.77
IT_283579,4413.38
IT_283602,4181.23
IT_283611,1847.42
IT_283680,7098.19
IT_283686,6167.95
IT_283721,2708.2
IT_283750,4022.65
IT_283751,2095.41
IT_283798,1775.87
IT_283807,2040.61
IT_283829,1627.22
IT_283848,3797.05
IT_283863,4945.6
IT_283874,5059.16
IT_283879,6845.69
IT_283885,4909.72
IT_283903,1721.64
IT_283919,2867.34
IT_283921,1915.11
IT_283932,1929.27
IT_283937,2061.49
IT_283951,4542.52
IT_284000,2642.25
IT_284001,1947.07
IT_284006,1997.86
IT_284081,3879.23
IT_284084,5199.95
IT_284089,4459.38
IT_284145,2918.42
IT_284159,2307.0
IT_284204,1052.43
IT_284231,2140.05
IT_284271,2685.64
IT_284283,4606.92
IT_284291,4770.41
IT_284297,5927.44
IT_284301,5007.1
IT_284310,4574.78
IT_284313,4382.28
IT_284334,1598.71
IT_284350,1790.97
IT_284360,2075.03
IT_284374,4309.01
IT_284390,4608.45
IT_284400,1581.67
IT_284420,2618.89
IT_284436,4491.08
IT_284437,5948.7
IT_284449,4967.03
IT_284474,2926.33
IT_284478,2257.52
IT_284507,4371.11
IT_284508,4341.88
IT_284540,2072.44
IT_284541,4544.62
IT_284555,1690.94
IT_284557,1100.67
IT_284566,11088.85
IT_284578,2905.66
IT_284612,1781.69
IT_284637,2477.56
IT_284649,5449.91
IT_284664,5094.11
IT_284665,5732.69
IT_284669,5585.06
IT_284675,3939.42
IT_284719,2702.44
IT_284723,2535.32
IT_284758,4297.79
IT_284791,4069.72
IT_284807,1617.48
IT_284808,2223.33
IT_284809,1126.87
IT_284830,2925.81
IT_284831,3438.193333333333
IT_284863,1874.05
IT_284884,2638.29
IT_284944,1573.45
IT_284965,2762.09
IT_284968,2281.54
IT_284981,2692.02
IT_284998,4181.18
IT_285029,4869.32
IT_285048,1557.49
IT_285049,2000.75
IT_285069,2977.44
IT_285070,2966.82
IT_285099,1810.15
IT_285145,4060.31
IT_285147,5844.98
IT_285151,4994.53
IT_285156,5630.61
IT_285169,5422.83
IT_285178,4510.58
IT_285195,1454.36
IT_285240,3256.65
IT_285242,4256.81
IT_285255,2929.34
IT_285343,1929.86
IT_285372,5676.39
IT_285388,5508.3
IT_285392,4996.6
IT_285446,2885.52
IT_285480,2612.05
IT_285537,3174.62
IT_285538,3667.251666666666
IT_285542,1745.69
IT_285568,1856.26
IT_285608,4731.69
IT_285619,5178.82
IT_285624,5660.57
IT_285628,4834.61
IT_285645,5245.03
IT_285653,1668.63
IT_285660,3917.63
IT_285800,1695.19
IT_285840,5130.69
IT_285848,4104.59
IT_285849,4645.91
IT_285863,4947.48
IT_285877,3138.46
IT_285953,4399.68
IT_285954,5928.0
IT_285957,5583.78
IT_285961,5067.67
IT_285971,1681.79
IT_285985,2949.36
IT_285998,2106.26
IT_286018,2874.81
IT_286086,2814.95
IT_286108,2096.25
IT_286156,6036.99
IT_286160,4996.44
IT_286184,5563.5
IT_286190,1910.43
IT_286217,2979.73
IT_286231,3006.41
IT_286244,2871.0
IT_286270,4790.4
IT_286274,4086.49
IT_286320,2321.24
IT_286344,2363.17
IT_286386,5002.36
IT_286443,3459.34
IT_286495,4553.13
IT_286529,3494.51
IT_286558,2198.53
IT_286602,4612.63
IT_286605,5106.29
IT_286625,6070.3
IT_286632,3608.35
IT_286645,1833.8
IT_286660,2674.15
IT_286695,2690.56
IT_286696,2247.17
IT_286736,2314.44
IT_286757,2086.1
IT_286774,2788.77
IT_286799,5513.84
IT_286822,3182.26
IT_286840,3172.52
IT_286843,2534.66
IT_286915,1052.52
IT_286930,2897.29
IT_286939,2895.01
IT_286961,2049.7
IT_287002,4848.38
IT_287005,5178.52
IT_287006,5930.81
IT_287014,4413.33
IT_287016,4724.07
IT_287026,5386.13
IT_287050,3463.76
IT_287053,2970.63
IT_287067,2987.08
IT_287135,3142.3
IT_287137,2095.94
IT_287143,2294.19
IT_287149,3963.331666666667
IT_287177,2828.7
IT_287199,3558.1
IT_287204,6303.79
IT_287208,6359.84
IT_287210,4499.07
IT_287218,5494.08
IT_287221,4853.67
IT_287249,1864.07
IT_287296,2325.22
IT_287309,2765.16
IT_287327,5886.34
IT_287342,1678.35
IT_287343,3952.47
IT_287345,2836.68
IT_287348,2283.3
IT_287436,2664.84
IT_287453,1670.55
IT_287461,2924.89
IT_287464,3045.35
IT_287468,1958.4
IT_287496,2916.85
IT_287545,2440.49
IT_287591,3028.17
IT_287632,5561.67
IT_287652,3127.18
IT_287656,2988.27
IT_287681,3038.02
IT_287788,2846.74
IT_287806,4974.6
IT_287814,5920.01
IT_287853,2586.56
IT_287865,2950.02
IT_287868,2452.85
IT_287877,1447.7
IT_287895,2822.71
IT_287920,2630.8
IT_287981,1941.58
IT_287984,2083.17
IT_288002,2583.72
IT_288032,5944.89
IT_288039,5401.41
IT_288041,4660.18
IT_288057,5570.41
IT_288060,6111.35
IT_288086,2937.26
IT_288090,2251.55
IT_288118,2956.4
IT_288121,2775.88
IT_288125,2860.93
IT_288140,3022.57
IT_288169,3394.0275
IT_288178,3096.5966666666664
IT_288201,2490.16
IT_288221,2861.97
IT_288243,4973.25
IT_288252,4941.01
IT_288278,5339.04
IT_288289,3222.7
IT_288292,1499.39
IT_288302,3207.53
IT_288305,2262.75
IT_288382,452.64
IT_288387,3022.66
IT_288390,2480.06
IT_288398,3450.6366666666668
IT_288404,2899.44
IT_288448,3856.28
IT_288449,4940.52
IT_288496,3044.62
IT_288499,1870.62
IT_288542,2398.49
IT_288545,4010.86
IT_288564,1865.56
IT_288578,4485.12
IT_288607,2432.95
IT_288610,2737.19
IT_288637,2925.01
IT_288757,6910.32
IT_288784,4799.1
IT_288801,5684.96
IT_288808,1431.84
IT_288819,3375.92
IT_288823,2762.51
IT_288914,2273.9
IT_288940,2508.71
IT_288981,3962.82
IT_288990,4397.45
IT_288997,4645.45
IT_288999,5176.68
IT_289011,5344.68
IT_289017,1574.91
IT_289034,2940.84
IT_289038,2230.4
IT_289121,498.75
IT_289125,2130.69
IT_289129,2768.34
IT_289162,3490.02
IT_289197,4679.75
IT_289205,4943.23
IT_289215,4504.68
IT_289235,6056.59
IT_289252,3192.98
IT_289255,2970.77
IT_289348,2273.9
IT_289387,2664.3
IT_289403,5393.23
IT_289406,5084.62
IT_289408,5039.55
IT_289416,6635.12
IT_289417,6378.76
IT_289420,4829.13
IT_289456,1507.39
IT_289464,2890.1
IT_289467,2989.7
IT_289490,3916.75
IT_289493,3164.25
IT_289532,442.34
IT_289541,2640.84
IT_289594,5004.65
IT_289605,5155.35
IT_289621,5410.03
IT_289640,3155.08
IT_289643,2976.48
IT_289674,2265.18
IT_289697,5010.99
IT_289731,3405.9575
IT_289738,2612.59
IT_289771,2783.08
IT_289786,4808.06
IT_289788,4718.05
IT_289795,5958.39
IT_289808,4986.54
IT_289817,5561.92
IT_289839,3149.38
IT_289842,3023.51
IT_289861,3141.4
IT_289876,3038.87
IT_289909,5140.25
IT_289924,2192.18
IT_289933,3009.14
IT_289946,2319.2
IT_289965,2907.28
IT_289987,3737.99
IT_290084,5262.4
IT_290085,4608.45
IT_290093,5671.45
IT_290097,6296.8
IT_290115,5195.04
IT_290137,3206.36
IT_290150,2872.5
IT_290232,491.75
IT_290241,2917.78
IT_290297,5212.07
IT_290306,5847.73
