Product_id,Selling_Price
CTTEH9FXZHGFKUA3,7959.238613219997
ACCDXFZXGQTBTM6N,3614.5829734500003
NKCE9PFF3TT4KSQJ,7910.7396029200045
BRAE6NZAZK77HXZK,900.0821670000001
NKCE4TV42BHDP63U,3427.864617680001
AIREDGGD9RJPZGYW,5608.918842840001
PCSEDAPMHR2HNHWP,8313.992990359995
PACE95FMAFXHZB5C,4513.110363490002
WATDG4KP445AV5XC,13469.943694770005
ACCE9EYRRNZYZUBG,977.9920283457872
ACCE8XZMAHNC8JVS,636.5110278405
SHOED5DCSTQKZCGF,3699.22262837
NKCE64Z4NGBHNAY7,3517.5140340699995
PBXE8WQTZ5GA2YYQ,1452.3290562226452
MUGEGZUMGYAPVSZH,4533.453919989999
PBXE4RB3Y3GXWPFV,722.5498613040004
PCSE2ZFDJJGFNHC7,676.7572287659998
CRTECN2QT5HKHZ8F,4841.538698070003
MUGEACY8Q7ZYSTN8,1495.6792314499994
ACCEGG9VGRMQGHRD,7300.310836040003
PCSE76X48PVSDDVK,1086.47952508
PBXE6677X2D6UFZZ,5712.7897418799985
WCKEGGGD2TXHHTJC,298.1226370095001
NKCE7MMGF4PPGNA6,3710.10625336186
CRTECN2QYTPHK5YQ,4989.1451760499995
OIDEJFCWMMR6JQBE,5623.459505360001
WATE5HFY4MJX6CHD,5264.997606639999
DREE4FC4TAR8M5GN,1416.9243801659998
HACEGPF9DZVUZBFY,7915.844815860007
PBXE4Q7YF5KUYJYW,11572.326769889996
SHIED9YEH65NSA8N,10329.36605583
WATDHMQJ68MVBRFV,13762.370141040008
HMBEGWTFEV4TF2RH,3255.6217590872147
SHIE2FH7YTVDHFGT,3148.8636478832846
CRTECN2QYRY2KWZF,4400.8245249400015
TSHEDJXPN4HNT2UP,6073.195714929998
SHOECZH5WGBZHZES,2676.1104311672125
NKCEDCT9MSAYG6H5,5458.147851420001
SOCEGGVYBTZPKXVP,4601.195202059997
PBXECARAQBCDSAZW,3405.6654543105005
CAGDU85YDHP9ZJH7,2466.1628626205
TCVEHSMFEGNCAGYN,5029.17761722
RNGEDAPFZ2GKRUER,682.011468048
CAGDY9Q7HSNDHGFC,3882.78634452
NKCECKHYZVHBQU9F,481.7941814670001
NKCDQSVCRH8W73GF,6660.883992590003
WATD9H76RKGUUZHY,14119.874107800011
NKCE5HYVDQVATMKF,2002.82517897
RNGE9GWMKVHGEYZG,4232.110771140003
SHOEAGUMMWFABHUT,3366.23836042
SWDEGZMPYQGNEBHG,5095.86690433607
TOPEFDXSHZPHCUAU,9306.525754480006
CAGDU85Y85GDJGUD,1109.6435423499995
CAGE4BQXK3FSTRRS,3300.714836677215
CAGDZVGTV3SMMMBY,5288.17689043
BEOEGXRVQPCKJHYC,3517.5998588199996
NKCE9YFBBYBM88DR,3257.626793371642
DREECZGZVWGQM23M,4175.812001680002
PBXECYF3YHWYG4UN,351.4925318009999
WATEBG8FGBPUPKCV,4943.78785772
SHIEEJG9RRDUH9XG,3336.1093263500015
CRTECN2QXAPEWXSF,2698.6723083399997
BRAEE6YMSYPNCUX3,1291.0749331000009
WATE9MVXJXHZHEJU,3464.9124644900003
RNGDREYRQQGZAPQM,5643.042716190004
CTPEGGFSNDQFAAVE,3406.247167079998
NKCEF2RFAPHSHZZZ,4024.635193549999
TOPDYAZZG5NU7ZBZ,7164.2501682899965
PBXE7QPWMSS5XGPZ,250.9210628820001
PCSECV3FHFAQ9T36,12206.729379210004
CRNEJB4NBT9BTM84,5110.8587929899995
TSHEHU5RFJCTJKBV,6827.849292239998
DREECZJC3XBKGDZT,5418.952455970004
SUDEGGATGYXA9YBC,12379.489291349999
BRAE8WYHTVZMFFHS,5756.952279470005
SFFEGZBXTYFSYJQA,4265.785784910001
ACCEABVYXNHCT8UE,5436.26757076
BWLE6SJE9PXGV6DD,1100.0536102898568
NKCDYQ3RHYREHHYV,3868.094415997212
NKCECDCRWDMZEH2Z,2978.899138149999
SRTEH2F6HUZMQ6SJ,7201.576870540004
BRAE6KWFGZFXKPPB,3554.624100360002
HACEJQY5FQRZZUGM,8551.445437609997
CAGEYUXVF2FNARKD,3202.8158103799983
NKCE7M3QTHTCGVVF,4055.3649796100012
TOPE8PBFNH9YNHFK,4954.845721499997
BRAEDQFRZS9QFYTQ,1397.0196282100005
HMBEJCMMQR2JHFVP,2069.364154509999
ACCDRFVG52PHVRSK,7566.43180989
NKCE7MBR4QRBASDQ,3255.285881027214
NKCDWBPZNZU5K2QZ,3499.397738158856
BRAE8HMQATXFHFGZ,3527.0961967199996
MUGEAGGKEGCPWWPN,3516.7474293472164
BKPEGXYWWJPETZZA,5296.526015879999
SGLEGBV6ZNUJNJS9,6009.97802022
CAGEYUXVAKNKDUUV,6531.1849483499955
NKCEDH9ANZGDAUWG,3147.67160389443
NKCE5EHJHS38BUWB,3475.556837360001
PBXE9YWGRFUQXHQH,12793.574033040008
SHIE3QDHP5RDGMZY,2720.5171143916423
RNGE9HDVMPVBYPGJ,3265.2288626372147
SCHE4YSTCUUSJWCK,2053.045299249999
SNDEGGTV9XERMGHH,7295.132214800002
PBXE92XFUMB7QWY6,8423.633092259997
CRTECN2QYK2R2PUS,4110.253478439998
TOPEEEPVYHHF9HGW,3383.591655487215
MUGE8F5RDEYMH4YH,3961.234416706572
NKCE52CSJ2GUY64G,1353.7859373999997
SHOE2K68QHZ3DWZF,3846.7022029399973
DREE9YJHZZHWHAU7,4030.8457637072156
NKCEACYSHS4MGKGY,12875.886175029995
CAGECT64KH6CZVMR,14128.282616860008
WATD9H76RG5FQT5Y,14335.419614950006
NKCE5UY97ACC9QAZ,509.52947011050003
LJGEG6UPBW8GKPRD,4623.794730579999
PBXEBFGFRM5797BZ,4537.019263950001
RNGEAY8GRWYMYSAK,5115.106292400001
SHOEF9G8WTWGAAFB,3816.364895563286
PBXE5ZJZSAC73ZED,8640.600270980001
NKCEYYX9HJWJXAA8,3477.799196879999
CAGDTFSHTF6TRBFZ,4438.37577462
PBXE6E6YDZDNVKQH,696.7619594999996
TROEGNQDQNGN99PJ,4439.328198919997
CRTECN2QXC68CTUM,6563.843026829997
CRTECN2QZNXTGGXG,5408.50086452
VANE4VND2XHZRCNT,939.7508496599992
NKCE8SESMHF2VSRM,3856.876701912142
SHOEBYY4ZDWGQGEW,7707.397249030003
NKCEB7935AJSADGR,3757.381295797213
SHIEBAXYS3FUTX8Z,6490.386967760004
NKCE2YCPKAPWDH8C,2920.5469122199997
FABE92NVHZHSFHGT,3383.4870531399993
SHIE93YGTRAV6XTW,5633.131240369998
CSOEGTPR39XZHZJY,4955.467143690001
WATE5HFYHPFHRCHY,5099.659810509998
BRAEBHCHY6VVRNRQ,1816.6679074599995
NKCE5QPMUZRQFDAZ,1880.4562355499993
NKCE9ABEE5HDWZSM,5973.296747597212
SHOEJCZ28JFRY9RR,5932.81693303
PSLEAVTQQXEXZYYZ,4767.2371902800005
SHOE66V8UMNGZKYM,957.9910697899999
SHIE5HBGWKWJWFRA,3755.74827184
TOPE4HXDZHPR9K2C,1710.3481585400014
BRAEBCTWGWYRWXHC,5269.213618000001
TOPE6ZCJBVZY3HBH,4785.584371667213
CRNEG7BKMFFYHQ8Z,4749.572246770001
SHOE7DJBEPYGQPHF,3845.671978760002
ACCEHY86UG6B63AZ,4734.56632616
BLBEJR23J2CTPFAU,6176.997798390001
ACCEEV5V5VD5DR9C,827.5231912274996
UMBEJZFHE285UEV2,6042.528045090002
SHOEBN3FFYG75P3D,3049.6896346400003
NKCEFGFURYNWH2DR,3907.1271308716423
ETHEJG7NW4M4AFCZ,6864.978928269998
SWSE9UH4KXCHZHRJ,3537.3476635972147
CRTECN2QZ7XUGBR6,4215.89173135
BRAEDNX2NHZX5PKN,9559.42096403607
BRAE73KFJGNSP2NP,2185.9202903632877
MAHEDFPZVKF79JVQ,3963.986800300001
NKCECRQY6MGHBPQ3,8853.155272960004
CRTECN2QYYWUXHRP,3233.790625008858
CPCEKY4TKBYFE7PH,5536.085228600002
TOPEA8HNSZB8VGUR,2362.1157469800014
TOPECJZ4ZDXQZB4A,5224.621081760002
SHIE92XGJHG4HH5E,6153.287869221642
CRTECN2QVSZXUG7X,4744.40868228
BRAEBBYRUSRHZD34,7535.773370450006
IFPEE76BG92E5SVS,5705.144798250007
CAGEBZ7UGCZZHVTE,209.65372836899994
CAGE3GFTPMNXPZAG,871.5299494056434
SWTEDX3KRCTNHUGY,5868.531440999999
BBAEFKXVXVM8SYZW,7266.948902299997
PENEGZ6RHFWHX7JX,1493.1782269599998
ETHEGFZFQT7ZCH3U,3137.22043699607
TOPEE2FFAXQGSUZH,5325.89772703
CRTECN2QWAGCHYGC,3861.0398415472137
SNDEJGWQSWNHXXA3,11900.477803597221
BHGEGTAVKNNCPUGG,13438.959850939997
BBAEGNUNHHZEYSPD,498.78096326399964
NKCEANMPZYMHYEA3,415.34523104699974
RNGE88Q9FH632SHU,1155.1381377030002
SNDE7PY9TG8P7YYR,837.7204622999999
SNDEHZQ7YZAHAZYP,4668.9218194199975
CRTECN2RDAKXQHYH,3585.1176429
SNDEAVZ4MSGYFBUD,1554.9494130554997
RTRDWBPC23ZAYMSE,10444.590505091648
PCSDYQEW5ZMFBVFQ,11205.06721041
DREECZJBH8KGCZHT,8399.727846880001
CAGED654SQMMADH7,1953.4769753399983
MFLEYGFH8PFBVRDG,5037.164469869998
SHIEBWNUURZ8BWDZ,4145.472299750003
BRAECTFYXKNAVFAN,5786.648092600001
BRAECBVGHCB2FN49,4763.096477889998
SHOEHX7CGSEMUENU,2646.594329537215
CRTEB774NHSDW3DV,2333.2194240116432
VLBEGZ7SZFZBUGBZ,6119.278773219999
BRAEGJFXGYFPGHYG,4774.699412649999
ACCEGKG4S4B7QGGT,1930.937793189999
BBAECKHYXGE3VJXB,1663.0658399199992
BBAEDVYSEN75YZZ7,6587.360844720002
RTRDYZCGGJFBU6XM,3316.1728296500014
CAGEBTJBB5X8GCF8,849.4932784260004
HLUEJQ3UVGNXSPZG,7804.362128869998
NKCE8RB5WSWKJPFR,3992.145559467215
BRAEDFYYKNGBGPF3,6660.244090810002
SHIE2CAJP6XBWPU2,3768.4792316300013
SHOE2GUJW6XNFG3W,716.4608539461433
TWCEJFXHGDSG5XZV,6707.7223491199975
NKCE9Z2JYUYZ2JZ3,10404.252004787215
WATE54YZWYXR6Z7J,2457.7624814249966
SWTEEYFFFRWGKZR5,5839.54342588
NKCE6NHRGQJHWFDK,4960.182481240004
NKCEYM3B6ZP3YSQQ,3749.1421341149307
PAEE8AHWJWMDAXZU,7729.954109059997
RTRDZK8XCUEKZDFZ,601.8075966209999
TOPEHZMHJHEMRDHY,3117.694100611645
NKCE9AZMPE3PJPEW,609.0326515649998
BRAEAR7WUYD3CZAT,2463.9700618800007
BRAEG7AYZAQBS3EH,6208.4302900799985
BRAEDQEEYYH4WRQK,4671.327989589998
BRAE4F8NCQJFTGEZ,5649.500672180002
MUGEACY87HUCUYCD,3729.75362368
BOTEDSEN9ZSFUUAQ,750.1491517155
WATE3GEYE8JQT7WM,5600.277961280002
TOPEB96CYHMPMDKH,2761.9002605421438
NKCE5QGT7GFDSUZK,1913.46028153
VESEGZRVWZEYTVMG,6889.662389819998
SCHE4YSTHJSYEJHJ,3025.3536809999987
KLSEGT5ZUGR9FQXE,6328.757306717216
NKCE79CGHYMSS7GH,3008.071870522428
JEAE8CZGJ8PGGHRQ,833.7158634119999
SHOEC8QGWFF2VXAN,3022.40918966443
SHIE6G75RNDQSGUQ,2016.798087200001
SHODZ5YHTEHZTR3V,4173.207139119999
ACCEKFVVZJMTYWPK,3888.2223036854307
DRPEHGFFGQTXK3E3,2929.6355626699997
CRGE4XJBHZGHJYGU,7129.227058349999
NKCE9Q93F3HJYGZT,698.6076396964295
SNDEGJFV5J8CTGJV,8310.942320189999
SUDEHYGUMT6UGYAR,3403.2003028599993
RNGE7M92HQECSUYG,6411.3300807905025
TOPE7ZHYDE2MKNHF,4052.86968759
NKCEBHGBEABMWDKA,5441.3470147
PACE7ZNHBP4FASAQ,2685.281065124428
NKCE7A3XXTTBHHC6,3936.8469469772153
WCKE2TFYTHBHTP5B,5162.055015019998
BRAEDTPDZSCRZCYG,5541.887520569997
SHOEBKEYSKS87GKG,3707.3030386072137
CAGDUGFYGG2KWWK7,10271.173128821643
SHODZDAE6FKCC8AH,585.9355900575
SGLEGBV5STVHGKTD,5605.634170220001
RTREBVK9HX8XJH2T,340.733773227
PCSEAKVBGC7CJQZT,10552.586151419999
MATEB88T7MVJGSG5,5610.475633300002
WATDJYPXKHPPNGQK,7647.642915079997
BRAE8QNFFGWGG5MY,1918.3765172899994
NKCDWBPZZSYWKHE9,1963.1872201899992
USGEJPQHT8YPZ7D8,3155.5507951500003
NKCEFKBYHXQ8VVF8,450.7623190169998
SHOE4JCEZDRSHC4S,3200.6961279899983
ACCE9E2RT56M3GSU,4295.398201569997
CRTECN2QXQGJ7JZD,3725.7054033388604
TOPEBS26V3JRYSF3,745.3994448239996
NKCECZNMRRVZ9YWF,271.18440034950004
CAGE75QCGVXYV78T,2984.052409276071
WATDG9F74GYWEH4U,1846.958914443
BRAE3WVQPYSZ54FF,6886.791533977216
SWSEBHCP9JC4GQKT,4520.5617736899985
MUGEBJ7XAFVH25VD,2140.6818062899993
LJGEATZRDCFAJGYZ,5761.975562059999
BRAEBXRB8GFZ6HM6,4316.784688949999
RNGEDAPFZWSSMHYW,1387.0402515450003
DREEHFABXP5AUZA8,5211.836722199997
RTRDFFYGJ4GNRSHQ,9657.813545384424
CBREFYM9TSSUHJSQ,2734.081676379998
PBXE6EF4PSJX9WXH,4010.7638246999977
CRTEHSS9UZJZYMZD,429.1439345055
DRPEHYHG9YYHD2HH,4352.2674292699985
CAGE9AGR4VWWTDY4,7783.370277207208
AVCEJCJQWBYMNPGU,2101.60245776
BRAE7T3WADAJU4ZS,2047.5482384600004
TPYEGGUFSKXJFYY5,6927.20522539721
SUDEHYGU4GE9UCXJ,5720.625808019995
FABEB2TXH4MGQC2H,4938.3113644999985
NKCE9G2BZAGKXPGY,4494.906001319997
TOPE8H5DJWGAY2CD,9479.049460339998
BBAEGGF3HF3ZPBVG,1585.540895289999
ACCEC87TREZYJJPE,6560.29068568886
DRPEHYHMEZHDYRK5,3853.855902860001
NKCE5VAAPVP5DGMZ,523.6053071684996
NKCEBZN92EJ7PDFH,3259.413268399999
ACCDXFPYT58AGGAF,7102.419167149996
MUGEGZUHX744RFEN,5458.836044410002
RNGE8Z3KSHGCMSCP,3112.3317110272137
SHIEYZ3F3QWMYNEC,3231.7678839000023
SHOEJCZ2JNGJSPEJ,7530.419468271002
CRTEB774RSGGQZ9U,3424.8500944900006
BRAE8AJZW5QBNWAZ,2262.7188718600005
CRTECN2QZ8CWZEFZ,5603.970037110002
SHIE9FMZAH4U4H6Z,448.63014700299965
CAGE68FFYRMDRF3X,8786.399653888857
NKCE3GNVPGUYY8AZ,3354.9879790972145
PCSE4ZQ8TRUZDMEU,1251.0818765900005
PACEC89YGNYZCMC4,753.9497035800005
NKCE9YX24KHRDNHG,3182.6866793816425
FABE88MGUBPCQWR8,2507.1199230172147
ACCEH74HAGTY6W8P,868.5562180724997
NKCECGVARVRMARSS,6551.892724019999
CRTECN2QZXFVEPGG,4265.256926610003
NKCEC8AZQUFGUXGH,2143.7515007099996
SHOED6C5ZGCBKTP2,2760.98522372
RTRD7HN3BBE7G9YT,3559.70334337
ACCEA8JPDNTF7NZN,1706.1851855339985
NKCEBHGBAFBCXXYC,961.7603946499999
PCSEC86VGEWVKHWZ,13848.901676540007
SHOE3URGYEVZ55GD,3050.4378974400006
NKCE9PFFQHU7GTU7,9604.593301920002
CRTECN2RCH9CG4SA,6026.309345647216
TSHEHU5RWUGEAJFE,5358.571990737217
PBXE92G5YEA7JAHZ,5130.351250520002
ACCE8XUCYRB9ATHZ,4261.436929109997
CRTECN2QWEDYMDNQ,616.3876869299996
PTPEYCF7GZU2T54E,2294.6213837000005
SHOEC9FZ3BAF7ASF,4167.590394230001
CAGE7DSFQGVEGHC8,6169.27949187
SHODUMFYWTPDYNX6,5171.789233320001
ACCE6P3BBZD72UJ6,629.2895530214994
NKCEFG3CHGEHMRTD,3122.667523139998
RNGEDAKBYYVCFWZP,7565.3326419999985
TROEGZ65YHBQKG9T,5653.142829890005
BRAEDSKCXVNYXGA6,1536.8424419189992
NKCE9ZVGMHZVTF2D,4549.30567908
WATDUKHHH4SQXDAK,5265.272562959996
CAGE745BJ67RZCRR,2395.413679879999
PCSEAKVBNSFWGBGE,1238.0604487364994
TSHEHV9TPRUBUENE,4532.93946791
SHOEY8RMVZV3UY3A,3931.788334111644
TOPEGWUTW6GWYSBE,2224.37919463
ACCDQDYBYVQZNHCH,8798.133253064429
MUGEBFGF6MDQGHBG,4160.501487660001
CAGE6HHHUHFQSAPW,481.00675914749985
RNGE7GVYAP66GRDD,4177.84802522
PBXE5SUCYEBBSFXJ,10491.134018280001
BRAEBBMQZBZHCFAJ,4459.81574067
BRAEAC839PBQV9KF,1145.47498008
BRAEAW9HT2EUZD3X,2092.3939118299995
SHIE2QTSMSXF9QAH,3703.4877482972156
RTRD6FYYWFHEYJYE,5237.144078990003
CAGEFPY9ZSFFNVAW,9755.42671915443
ACCEGKTSGJEEVTZ4,940.9920478784994
AIREDJCGZN2HKZHJ,3228.0726223700003
BRAEA5MZ8VZHNGGH,7657.007258410005
CRTECN2QX53WHTKZ,2725.8046940299987
JWSEBCY4HDWGJZBT,1508.8464186143572
BRAEB2ZTVYY3UKWA,1886.9832952499994
WATDZMBRPYAYTP4G,7164.587458227219
TOPE7WAUFEYYDXKG,9995.13074898164
TSHE4DTF53HPYMU4,4167.669162000003
BLAEE3YXZGWWT8UD,6396.656685250001
RNGE7M925YCWZZRR,6760.5071230172125
BKPEGXWHXG4GZWET,1624.0295110710017
RTRE8GJUFNETVUMZ,5253.799681570002
SWTECXPHFVTHWJF7,10940.501661607212
SHIECKYBNNY2BNZD,4234.219920250001
WATE7GP3JZMFEGZG,10905.870285447214
CAGE68FFHZRTSZS5,4242.720376979999
ACCEGYP2TMX2NUPH,5773.508061420002
NKCE9YFBBNJ82UVB,4137.370667969998
HMBDRUCNJSJQRRGC,6656.450881477213
CAGE3GFTQ3UHZ4TC,837.8977117035001
NKCDTAXF2EYZ7MP8,2914.2981297072147
LJGEYSUNTPQZG4ZG,973.4127090600002
TOPEGF4KEGGVMSXX,5338.506914449997
TSHECQKNFFER2ERM,3747.3375045400003
PBXE9YWGTS7NGYKT,2108.086452179998
WATDZ5HGXEYDHBWD,12754.694009729996
PRCDVFAFM2FPJBMZ,1702.4379732799998
PTPE2F33QGYXMHGW,3964.861807371644
KRTEJCZ4M7FD3NJS,2703.604820524429
NKCEAPCYFBP4UJ3V,3098.2394666299997
CAGEBTJBRFGAUQQB,5150.227604189997
MUGEAGGKZFYBUMP9,2813.016542916573
ACCEAZCVGGGWZGKU,794.9352238859994
CRTECN2QVV7UJQNH,4882.821450109997
NKCDXEGWS7VWXSEJ,2915.3359936299994
NKCDY44FMPNQHFFN,1786.578617320289
NKCE8JXS2AAKUGGD,3702.4756476500006
RNGE88FRWWZECGGM,6803.85154474
BRAE7GU9K3E2PWGC,371.3019378960001
VASEHU9W3N9RDPGZ,7336.416478790003
PCSEC86VSX45XVZS,12517.380499000003
NKCE49ATF8BFHDVP,1529.6828927400006
KTAEHETVCXXZRXGK,10194.515098014432
KTAEHE9HAED4VUQB,5333.660818129999
PACE472CMNPGQY2W,2744.134754249999
NKCEAPCYFTHYVARD,530.0091357929999
SHODPH4GZWVXE5RB,963.8453458874994
BRAEB3KBY393GUHA,10531.218165350005
BRAEB2S8RZZRXMT3,2334.3405750899988
PCSEAH5WWRYGEVGZ,7374.300469356073
NKCEAVZ3C9CRDB6Z,345.7126719765001
RTRDZTF9URF2UFPF,9261.795107650007
CAGE6HYJDNZJVADS,4494.305090179999
SWSEBHCPZGHMBKJY,3732.52420162
ACCDQGVSDZ92ZWGW,2998.769805574857
NKCE4CSZUZWHUTFS,422.02899281249995
ACCEGKFHRFGN6XZB,835.8871788404997
BRAECGQ4GW73HJFV,981.2960694100005
CRTECN2QXZ9ETCGB,3723.9034036599996
MUGE6A5HZUJ924WH,2494.842744069999
BRAEE6YMK83RB9MZ,886.1807184570004
TMLED6G5MJQGNZHS,4629.2190332499995
NKCEFGFUZURHNH6R,2998.610839219999
NKCE7ZPRQX9SBZXN,2411.307246229999
VANE3KUFUXF2CVHU,5325.93998441
NKCED6EYN4ZPK9AA,8168.456488470005
RNGEDF5HDGKZGA3T,1227.4932529964995
ACCEAZCVVFPBJAGB,1165.9509765390003
PBXEDCSE8CHTATYY,4565.081284700002
TOPEFYB6HRPPCD8R,6841.880579779998
RTRDTSBQW94HJ8VT,194.896646154
NKCEYGTGJ65HSJ9Y,2251.94726589
NKCEFFFPGEJSTBJP,535.7707926814287
NKCDYASFYGXZESTM,3340.213690537215
NKCE6SR4H3EHXWNA,3772.1930716400007
AUDCY8T7KPEG3ZZF,6034.324530077216
NKCDWBPZCHZEYT7S,3399.2594532499993
NKCDYARBFFBQYKFH,3757.5575171644305
TOPEBZYTWUYMJXSG,5064.3640534305
DRPEG3ZH7GJFFZDM,6068.012720549998
SNDE6KNAQN3GFRQG,7548.718656650001
WFCEHYZMGJQWVVZU,5624.35271824
ACCEGZ6BRBTGQWZY,4051.335430917214
CRTECN2QXH4N9WZS,2785.259304503286
PTPDZYCEDURXTYRF,2017.313465759999
ARPEEMC95HMYAJNH,5418.076371750001
SFFEGKYYDWTZTEQC,4276.32194632
PCSEC86VCFQYV6QG,6349.411220220005
BCHEHYMBZQ8ABUUY,1608.0623587099994
RNGE87FCQJ9GRKWZ,4897.5843908900015
NKCE5ZHWX6Z8PBFH,2084.484058840001
BRFEJYHNGYSX9T9D,3445.48819620607
TOPE7ZHYQFFHPCBX,4681.703019860002
CAGED6YFBH8NZQM8,685.7699840594997
STREDF58JH3GQZF9,2643.236973599998
BRAEA5MZDQKHUQCT,3273.502876979999
MUGEBFGF6ZUHKH4C,608.0609653900003
CRTECYY4GFDJFKBD,4639.583620419999
WATDZRZGZAM7HDGV,6384.038462899857
CRTEHSSCVTZ3DB72,1077.11723622
NKCDXZGUZKNYVXG9,11071.332532874927
TOPEBN6MZNGGZEMY,10965.205937489998
MUGEACY8VQRMM4FX,2381.63295117
NKCE5UY9HQTQ8TBG,7596.317443850001
SCHE4ZYTVE8DY5PP,3432.1220748999995
RNGE9GWPJH9MMNWX,5739.8832269600025
CAGE8FG3CYVFG2GM,2739.3461607799995
SHIEHXZMQPC4GT6F,949.3231449617149
ACBEHDU9Z9DGZP9Z,5304.884160610004
BRAE6KWFPZWJ2FHH,2040.2382884100016
TSHE8CAWEGE3CUPM,3645.0435471700002
SHIE9J6PFGP9DZAH,4135.8463601
CAGEYFZWNCKDDXXQ,1243.1951925434998
JCKEEABZDWF9VU7N,7124.701111230002
SOPEJ7SCRS3SKFGP,4287.816749560004
WATE9MVXHMTCFZSP,641.0305403114995
CRTECN2QXMXFUYRD,1484.5766870799998
RNGE96Y49HCWGUGH,1048.1613463105714
BRAE9RDQYNWZBYJF,2020.9656208499991
RTRECFHX3TDFD9SP,8286.181057320005
BRAE59YTMB36ZVFG,8094.3671890299975
ACCEGZ6B9MYUTYST,6748.440170400001
SHIEF8DUHZJP8MVC,809.7383681327142
LJGEG52SCZ5WZBKZ,4624.376063560004
SHTECN9HDECRYPF8,6949.621080050007
CSKEH3JPF4EJVBSF,6936.244106369996
BRAEBBYRYT9WDJRQ,991.6462561200003
SFFEGGJYFJWAV4HV,3642.480964297216
CBKEHGUY3GEHDSFY,5628.604857270003
NKCE73V3DADAVHDU,3968.1549869699984
TOPEGF6QDCGCHHXY,927.5337744689995
RNGE3YSWFWYYHNCA,5753.74205657
NKCE8HSQJQBPRSGY,6243.037041299998
CAGDU9C3QVCBMQKQ,3466.153004430002
BRAEDQDFMNC6MQZW,1166.1724503659998
SHOECB92BGNGSZGZ,675.1114018244999
DREEAVBXKQUUVJUT,4529.943590089995
WCKE2TFYZGPGDGGV,4285.23222624
CAGE9AGRUGPHV5FM,6854.082879249999
BRAEBB6TT8GKVG8A,2143.5705017299997
CRTECN2QUCSMF4SX,2854.026515099999
BCHEHYUKDZZPZBH2,2384.6739857500006
BRAE8JUHJB794RZY,7374.186704820006
BRAE4DJMZCWYGDJU,4711.78925226
GLSEJGVBRQMYV7NE,6938.725124719998
NKCE9Q93HRESPRBU,5961.08755517
NKCECATQF8ZXGXJS,658.5550394466431
ETHEJG7NHGRFGHHK,8894.198665248077
NKCEASCZBAEB2Y63,2662.2429561672143
ACCDSY8ERUYRYSUA,1331.189853715499
BRAEDH76V3J4FBWQ,6525.103459060004
HACEGPF9FJFJQU2R,749.7322096650004
ACCEGBTPV5PPBHVD,5865.608674660001
PCSEAH5WCDGS8YCZ,2677.461534449999
RTRDRUZCPNJ3MTAT,543.2043874650003
PBXE68H4WBX5AFCH,3239.70043645
RNGEHFDYHVSR3SMH,3082.8664661916428
DREEDR97ZHGNPWFR,5456.6782938
NKCE9ZGXGSETFAZU,2927.614078866072
SWDEGU4MDSDGGJHN,1115.75739881
